0.000000000000000000e+00,-3.000000000000000000e+01,-3.500000000000000000e+01,7.853981633974482790e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.761734608759864429e+00,-1.369525806812913693e+00
1.099999999999999867e+00,-2.914748634692370644e+01,-3.458109918260549875e+01,3.215896965034570343e-02,1.937908069635850605e+00,-1.506478387494205373e+00,-1.962924298391656386e+00,4.143472458170134876e-01
3.500000000000001776e+00,-2.733465781199394939e+01,-3.343317491726298840e+01,-2.439790761880791248e+00,-2.773110246504125520e+00,-5.120449975333734027e-01,3.445602069426296765e-01,-1.491036949214811669e+00
4.200000000000001066e+00,-2.570201659337122635e+01,-3.258613195193233025e+01,-3.111340019489262865e+00,-2.531918101644285990e+00,-1.555770861983742037e+00,1.385040877004398041e+00,1.518642380131333791e+00
5.399999999999996803e+00,-2.389342270475838959e+01,-3.351449819368010452e+01,-3.975961082983072714e+00,-8.698690492390082074e-01,2.665999941738589341e-01,1.633846189556820594e+00,5.686201768242860055e-01
4.200000000000001066e+00,-2.570201659337122635e+01,-3.258613195193233025e+01,-3.111340019489262865e+00,-2.531918101644285990e+00,-1.555770861983742037e+00,1.702851359794298247e+00,2.884363736033223047e-01
6.599999999999992539e+00,-2.375629066899129782e+01,-3.330716933177420458e+01,-6.049105697105074064e+00,1.554925161862029004e+00,-8.635235653357682395e-01,1.236902053807630075e+00,1.164645943947973938e+00
7.599999999999988987e+00,-2.165970658663269433e+01,-3.337899307998621623e+01,-6.388538587664253754e+00,2.791827215669658191e+00,3.011223786122056989e-01,-7.225111806499933120e-01,6.585534962587180630e-03
8.399999999999986144e+00,-1.963343717996864513e+01,-3.338716412968832969e+01,-6.145796734984965148e+00,2.213818271149664785e+00,3.063908065822753546e-01,-3.002751596007700030e-01,1.104935342060080039e+00
3.500000000000001776e+00,-2.733465781199394939e+01,-3.343317491726298840e+01,-2.439790761880791248e+00,-2.773110246504125520e+00,-5.120449975333734027e-01,1.054598930508916954e+00,-9.908518539768834676e-01
