0.000000000000000000e+00,3.000000000000000000e+01,-3.500000000000000000e+01,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.381301232442414317e-01,1.025616682684868053e+00
1.500000000000000222e+00,2.988753881972142423e+01,-3.478856077139803205e+01,2.647693843614008724e+00,3.571951848663620921e-01,1.538425024027302523e+00,1.026175420737827082e+00,-5.311354781540822412e-01
1.500000000000000222e+00,2.988753881972142423e+01,-3.478856077139803205e+01,2.647693843614008724e+00,3.571951848663620921e-01,1.538425024027302523e+00,1.525571394773758360e+00,-1.244379826357751018e-01
1.500000000000000222e+00,2.988753881972142423e+01,-3.478856077139803205e+01,2.647693843614008724e+00,3.571951848663620921e-01,1.538425024027302523e+00,-2.268314159974829103e-01,-1.569075317851660323e+00
3.400000000000001688e+00,2.960855993461169788e+01,-3.478888590404445580e+01,2.887582595739544455e+00,-7.378450552885541802e-02,-1.442818079890852090e+00,-1.649323050933378720e+00,1.255899973290179050e-01
3.400000000000001688e+00,2.960855993461169788e+01,-3.478888590404445580e+01,2.887582595739544455e+00,-7.378450552885541802e-02,-1.442818079890852090e+00,-2.182150328207859147e-01,3.977859781657470950e-02
6.299999999999993605e+00,2.505984814868831378e+01,-3.634563683885912155e+01,-7.866944467881114011e-01,-4.856821353235654115e+00,-1.078607087636697992e+00,6.493282740853301149e-01,1.305700895506981096e+00
6.299999999999993605e+00,2.505984814868831378e+01,-3.634563683885912155e+01,-7.866944467881114011e-01,-4.856821353235654115e+00,-1.078607087636697992e+00,8.097336696843127068e-01,7.023557839664835711e-01
9.099999999999983658e+00,2.333322122622472605e+01,-2.630588702595709094e+01,-1.151889428777556956e+00,-2.589567078119579868e+00,8.879891074694564734e-01,9.910957752221329908e-01,-1.301886004226324722e+00
1.089999999999997726e+01,2.155895777025300930e+01,-2.375414014008494590e+01,-1.545394621798812151e+00,-8.055946827197397742e-01,-1.455405700137927916e+00,-1.458708866817166161e+00,9.228825236434429202e-01
1.369999999999996732e+01,2.768480750331779205e+01,-1.938602578100690721e+01,-2.132034642812797198e+00,-4.889979509807805158e+00,1.128665366063711373e+00,3.787746909235609749e-01,-2.448001738873046840e-01
8.299999999999986500e+00,2.108871177942154418e+01,-2.903820747760747167e+01,-4.630769205982427361e-01,-3.558164805064988112e+00,1.532794703377264423e+00,1.330359475461880825e+00,-5.875876867846957508e-01
1.669999999999996732e+01,2.109429581070825677e+01,-1.166759580882620106e+01,1.890806989685598072e-01,-3.753655437037124898e+00,3.942648444017962661e-01,7.578175615984730218e-01,-1.469965355613186864e+00
1.799999999999998579e+01,1.689817015224447871e+01,-1.215926993495202879e+01,-4.449479806873910537e-01,-2.768492606959110258e+00,-1.516690117895347134e+00,1.142205594966821502e+00,9.234553423781477477e-01
6.299999999999993605e+00,2.505984814868831378e+01,-3.634563683885912155e+01,-7.866944467881114011e-01,-4.856821353235654115e+00,-1.078607087636697992e+00,8.641753527902507059e-01,4.129346632419811924e-01
2.130000000000003268e+01,1.603795691225555231e+01,-9.490801459871478940e+00,-5.741811619854171322e-01,1.000785856431401388e+00,1.530712511952540433e+00,5.545777526637305499e-01,-1.325095859606356674e+00
2.360000000000006537e+01,1.959982351961132352e+01,-9.087427384835505606e+00,-4.060349092986570985e-01,2.276314687557979610e+00,-1.517007965142080472e+00,-1.115376681287571614e+00,1.406788347741302125e+00
2.130000000000003268e+01,1.603795691225555231e+01,-9.490801459871478940e+00,-5.741811619854171322e-01,1.000785856431401388e+00,1.530712511952540433e+00,8.251300144697486516e-01,-6.902484208259476173e-01
2.130000000000003268e+01,1.603795691225555231e+01,-9.490801459871478940e+00,-5.741811619854171322e-01,1.000785856431401388e+00,1.530712511952540433e+00,-6.689110358361993747e-01,-5.518864089530364225e-01
2.540000000000009095e+01,2.312156531526255776e+01,-2.415192538311727866e+00,4.170308624722986190e-02,4.383818915757373702e+00,-1.299306013433844109e+00,-9.261847370210707364e-01,1.154481979220761234e+00
2.690000000000011227e+01,1.390018878182208795e+01,-1.286067963311817230e+01,-5.012417929279546769e-01,-2.745115944251315110e+00,-1.559851378184464732e+00,2.057106823182313082e-01,1.142630717186510880e+00
2.690000000000011227e+01,1.390018878182208795e+01,-1.286067963311817230e+01,-5.012417929279546769e-01,-2.745115944251315110e+00,-1.559851378184464732e+00,1.751388538097857550e+00,1.079816981622386818e+00
2.960000000000015064e+01,1.214206897365436078e+01,-6.778884353400520979e+00,-7.022066967013564920e-01,-2.189697101992088779e+00,1.525251558219114401e+00,4.191917288700888200e-01,-7.770678983303742626e-01
3.350000000000020606e+01,7.603346327252832104e+00,-8.458450070863866799e+00,-5.117987462748854188e-01,-5.548493593987410266e-01,-1.505313245269346289e+00,-1.651397634704354189e+00,1.478407977200336232e+00
3.550000000000023448e+01,5.884192857000220656e+00,-4.663121332685297382e+00,-7.134500801329394237e-01,-3.857644628807447518e+00,1.451502709131326174e+00,1.987551531938620775e+00,-9.946209944520379986e-01
3.850000000000027711e+01,3.186107427638860567e+00,-4.555618573377235414e+00,-6.855432786053259342e-01,2.105009967008416361e+00,-1.532360274224787711e+00,-1.292316603937337494e+00,1.552996600070176259e+00
8.299999999999986500e+00,2.108871177942154418e+01,-2.903820747760747167e+01,-4.630769205982427361e-01,-3.558164805064988112e+00,1.532794703377264423e+00,1.214358994986767470e+00,-1.431149588284521101e+00
2.970000000000015206e+01,1.326109401671644328e+01,-1.211184030188121419e+01,-7.871174613118324670e-01,2.158771962422687096e+00,1.463636170358219246e+00,1.962814929713755596e+00,-3.953360976196944598e-01
1.039999999999997904e+01,1.639844671463097825e+01,-2.966643658315473076e+01,-2.496221789034825389e-01,-1.008010915592774559e+00,-1.472619432020230601e+00,-1.802605344204728510e+00,1.079747295683062491e+00
3.350000000000020606e+01,7.603346327252832104e+00,-8.458450070863866799e+00,-5.117987462748854188e-01,-5.548493593987410266e-01,-1.505313245269346289e+00,1.815622416867784139e+00,8.235752473963936504e-01
3.850000000000027711e+01,3.186107427638860567e+00,-4.555618573377235414e+00,-6.855432786053259342e-01,2.105009967008416361e+00,-1.532360274224787711e+00,8.071237393877095379e-01,2.318162635061437049e-01
3.850000000000027711e+01,3.186107427638860567e+00,-4.555618573377235414e+00,-6.855432786053259342e-01,2.105009967008416361e+00,-1.532360274224787711e+00,-1.132851484405041909e+00,6.522669665720246535e-01
4.320000000000034390e+01,4.553127203245279198e+00,-2.643509423909324862e+00,-8.366306588182438331e-01,-3.219392009695280610e+00,1.533294468663727317e+00,1.188880166354939316e+00,-1.095850112118971875e+00
