1, 42.215263, 52.130447, 8351, 41.256287, 52.875690
2, 24.658493, 44.360626, 9012, 25.183937, 43.367413
6, 40.799995, 4.072996, 80, 40.929737, 5.019194
9, 11.694101, 46.884380, 850, 11.731712, 47.730801
10, 18.003687, 23.683584, 6796, 18.570513, 24.086918
11, 46.911480, 47.789761, 9981, 47.866383, 47.897949
16, 19.437679, 52.617107, 6399, 19.535620, 51.741005
21, 43.343140, 28.159861, 5941, 42.517727, 28.989119
23, 57.025002, 18.838144, 8994, 56.302513, 18.530375
24, 12.783707, 31.672771, 8541, 12.475865, 30.844690
26, 46.775646, 53.081264, 7113, 46.666531, 52.967224
27, 48.973747, 35.872440, 3413, 48.668648, 35.117031
29, 12.013219, 6.379653, 4900, 12.374100, 7.146035
33, 22.641146, 33.639843, 1093, 23.117746, 34.228233
35, 37.267406, 37.057049, 235, 37.059628, 36.639637
37, 64.495300, 37.008316, 5128, 64.870995, 36.264648
41, 65.822983, 31.297482, 2763, 65.751579, 30.458952
42, 30.198643, 24.078434, 7371, 29.426704, 24.773918
44, 37.065159, 37.564205, 5768, 37.157803, 38.713123
50, 28.001978, 37.313160, 9495, 27.257639, 36.783337
52, 43.997528, 20.654453, 409, 44.598999, 20.696779
56, 49.737804, 14.450756, 4411, 49.149612, 13.860030
57, 70.090652, 26.559301, 2959, 70.723373, 26.707151
58, 32.307655, 51.722794, 6359, 31.193752, 51.419228
59, 1.286403, 39.230919, 5227, 1.195302, 38.080498
61, 18.990765, 10.911073, 2943, 18.599037, 11.243399
62, 52.024734, 11.803875, 9996, 50.734955, 11.555723
64, 46.753399, 32.731365, 8308, 45.786976, 32.615463
66, 42.194462, 39.818790, 7696, 41.763859, 39.127155
68, 37.149345, 24.637980, 9170, 36.441616, 25.029039
71, 39.000130, 26.765869, 3388, 38.947460, 26.120796
74, 30.746153, 16.866449, 7727, 30.702675, 16.112514
76, 79.949089, 43.496174, 8508, 79.098068, 44.459175
78, 61.928059, 40.266022, 1600, 61.431538, 39.708012
80, 40.929737, 5.019194, 3901, 40.514767, 5.227852
82, 63.328285, 30.857573, 3504, 62.446312, 30.953852
83, 57.362614, 44.199448, 1796, 57.896084, 43.700752
84, 81.443039, 41.856796, 4816, 81.581108, 42.534576
85, 14.636781, 45.499432, 8961, 14.510296, 44.953362
86, 26.637741, 19.110006, 9069, 25.397614, 19.358404
90, 32.601673, 55.983532, 1821, 32.680393, 55.214272
93, 28.789848, 7.396579, 7734, 28.161905, 6.132404
94, 74.153130, 39.840054, 2840, 74.035759, 39.339470
95, 47.656513, 31.561939, 3732, 46.973335, 31.488365
96, 41.474731, 25.222219, 288, 40.852989, 25.685623
99, 47.624496, 31.651546, 3732, 46.973335, 31.488365
102, 12.456886, 40.843788, 4549, 12.237954, 40.299629
106, 58.863415, 24.240240, 4345, 58.933735, 24.848936
117, 36.859661, 38.599026, 8156, 35.985569, 39.022457
120, 77.210175, 41.206512, 9756, 76.671158, 40.859306
125, 76.492401, 44.937050, 8261, 75.895973, 44.984535
129, 33.458988, 6.541166, 9432, 33.202164, 5.973684
130, 18.145323, 24.155167, 6796, 18.570513, 24.086918
131, 43.433823, 55.961540, 6813, 43.162212, 55.004932
134, 50.178669, 13.342763, 3748, 49.969326, 12.936935
138, 47.699444, 16.528082, 9212, 47.493397, 16.113485
139, 58.116016, 18.504923, 8473, 58.753166, 18.907875
141, 67.145592, 26.668943, 9667, 66.422432, 26.572639
147, 32.807037, 57.566586, 921, 32.558952, 56.851952
155, 7.220595, 19.489342, 2113, 6.456134, 19.446234
157, 41.010948, 45.069347, 4715, 40.655125, 45.035660
158, 25.983740, 2.916878, 1921, 25.008801, 2.546890
159, 76.362946, 32.286289, 763, 76.277336, 32.243217
162, 45.146328, 40.773155, 493, 44.074883, 40.681274
