2, 44.827263, 14.419446, 93, 47.745583, 14.922639
3, 82.260818, 72.122459, 66, 89.877991, 74.821815
4, 47.254112, 20.008688, 93, 47.745583, 14.922639
5, 87.950645, 27.953444, 54, 85.807022, 18.271864
6, 65.641129, 69.864365, 34, 71.804955, 75.384445
7, 54.790924, 19.060425, 93, 47.745583, 14.922639
9, 42.535763, 20.768864, 93, 47.745583, 14.922639
10, 81.211884, 13.868663, 30, 69.996506, 7.411257
11, 64.202995, 81.376076, 34, 71.804955, 75.384445
13, 99.770386, 48.058533, 42, 89.286041, 32.509586
14, 48.838760, 6.699177, 15, 50.923546, 8.204607
15, 50.923546, 8.204607, 57, 55.813034, 2.244717
16, 76.417603, 31.745922, 86, 81.221970, 34.911621
17, 67.458946, 31.457825, 18, 72.529167, 33.809460
18, 72.529167, 33.809460, 16, 76.417603, 31.745922
22, 84.184792, 87.421448, 39, 88.079758, 77.272362
23, 97.526627, 54.969288, 13, 99.770386, 48.058533
25, 97.557121, 54.198280, 13, 99.770386, 48.058533
26, 60.217045, 25.072363, 7, 54.790924, 19.060425
31, 75.841461, 94.498482, 22, 84.184792, 87.421448
32, 47.974781, 1.531741, 57, 55.813034, 2.244717
33, 68.312096, 7.927183, 30, 69.996506, 7.411257
34, 71.804955, 75.384445, 3, 82.260818, 72.122459
38, 99.940712, 85.809242, 67, 95.921021, 77.964584
39, 88.079758, 77.272362, 66, 89.877991, 74.821815
41, 94.863342, 96.761040, 38, 99.940712, 85.809242
42, 89.286041, 32.509586, 5, 87.950645, 27.953444
44, 98.194878, 22.138891, 54, 85.807022, 18.271864
46, 62.685642, 31.670729, 26, 60.217045, 25.072363
48, 49.484104, 7.176867, 15, 50.923546, 8.204607
52, 66.487625, 15.647307, 76, 68.031662, 11.455823
53, 70.607819, 27.236212, 16, 76.417603, 31.745922
54, 85.807022, 18.271864, 10, 81.211884, 13.868663
57, 55.813034, 2.244717, 92, 60.793789, 6.989792
59, 92.024117, 27.094103, 54, 85.807022, 18.271864
65, 97.648575, 91.774567, 38, 99.940712, 85.809242
66, 89.877991, 74.821815, 23, 97.526627, 54.969288
67, 95.921021, 77.964584, 66, 89.877991, 74.821815
68, 84.452591, 36.547134, 96, 86.634422, 32.467258
71, 73.273743, 87.356995, 22, 84.184792, 87.421448
72, 68.257362, 73.485970, 34, 71.804955, 75.384445
76, 68.031662, 11.455823, 30, 69.996506, 7.411257
78, 73.465714, 47.533588, 68, 84.452591, 36.547134
79, 64.802025, 14.362953, 76, 68.031662, 11.455823
81, 99.469742, 90.693886, 38, 99.940712, 85.809242
85, 65.619286, 11.591238, 30, 69.996506, 7.411257
86, 81.221970, 34.911621, 96, 86.634422, 32.467258
87, 77.636368, 29.783829, 86, 81.221970, 34.911621
90, 84.191452, 87.459106, 39, 88.079758, 77.272362
91, 65.445610, 73.509224, 34, 71.804955, 75.384445
92, 60.793789, 6.989792, 33, 68.312096, 7.927183
93, 47.745583, 14.922639, 15, 50.923546, 8.204607
94, 61.157890, 93.961578, 71, 73.273743, 87.356995
96, 86.634422, 32.467258, 5, 87.950645, 27.953444
