1, 45.039356, 36.003105, 84, 53.188915, 42.939735
2, 20.567234, 45.421238, 6, 28.495022, 43.027786
6, 28.495022, 43.027786, 72, 39.453468, 40.677677
9, 12.281499, 78.423264, 77, 19.078465, 83.336357
10, 40.731842, 70.557182, 70, 43.618496, 57.892349
11, 27.528694, 10.933424, 39, 39.582222, 10.801669
12, 71.666977, 38.993065, 91, 72.016464, 24.357338
13, 28.338438, 59.090473, 35, 34.271320, 52.012943
15, 82.657890, 5.033999, 25, 88.440506, 12.218915
16, 39.002651, 22.868757, 30, 43.782017, 15.250064
17, 49.790295, 83.418907, 10, 40.731842, 70.557182
18, 69.480522, 1.564469, 83, 81.942223, 8.681510
20, 60.962971, 7.806905, 18, 69.480522, 1.564469
22, 32.604218, 50.021133, 40, 39.813087, 51.699677
23, 45.642460, 21.799379, 30, 43.782017, 15.250064
25, 88.440506, 12.218915, 88, 96.605278, 11.920726
28, 67.477646, 5.597616, 18, 69.480522, 1.564469
29, 43.850883, 5.634302, 54, 53.990509, 8.296265
30, 43.782017, 15.250064, 81, 50.384007, 14.025536
33, 32.485542, 83.222145, 10, 40.731842, 70.557182
34, 24.622810, 61.739017, 35, 34.271320, 52.012943
35, 34.271320, 52.012943, 40, 39.813087, 51.699677
36, 37.569214, 86.386826, 92, 34.689518, 78.507011
37, 54.655380, 9.769792, 20, 60.962971, 7.806905
39, 39.582222, 10.801669, 81, 50.384007, 14.025536
40, 39.813087, 51.699677, 87, 42.791092, 42.485840
41, 51.536720, 14.315602, 37, 54.655380, 9.769792
43, 95.091522, 0.457962, 88, 96.605278, 11.920726
45, 40.007977, 84.870926, 10, 40.731842, 70.557182
47, 13.433834, 98.696831, 77, 19.078465, 83.336357
51, 32.421993, 50.784882, 40, 39.813087, 51.699677
52, 30.172678, 58.560913, 35, 34.271320, 52.012943
53, 1.168099, 76.288712, 9, 12.281499, 78.423264
54, 53.990509, 8.296265, 20, 60.962971, 7.806905
55, 9.537269, 66.159622, 9, 12.281499, 78.423264
56, 14.651486, 51.697903, 34, 24.622810, 61.739017
57, 63.114120, 17.104801, 73, 61.347488, 11.261514
60, 57.083843, 44.063469, 80, 59.336185, 36.044888
62, 55.354156, 65.591385, 66, 49.180626, 55.388706
63, 51.545845, 45.194572, 84, 53.188915, 42.939735
64, 33.068207, 83.969742, 92, 34.689518, 78.507011
65, 43.000179, 53.262348, 66, 49.180626, 55.388706
66, 49.180626, 55.388706, 63, 51.545845, 45.194572
67, 7.103708, 68.006554, 9, 12.281499, 78.423264
70, 43.618496, 57.892349, 66, 49.180626, 55.388706
72, 39.453468, 40.677677, 87, 42.791092, 42.485840
73, 61.347488, 11.261514, 18, 69.480522, 1.564469
77, 19.078465, 83.336357, 92, 34.689518, 78.507011
78, 25.858225, 40.362865, 6, 28.495022, 43.027786
80, 59.336185, 36.044888, 82, 61.280960, 26.013020
81, 50.384007, 14.025536, 37, 54.655380, 9.769792
82, 61.280960, 26.013020, 57, 63.114120, 17.104801
83, 81.942223, 8.681510, 88, 96.605278, 11.920726
84, 53.188915, 42.939735, 80, 59.336185, 36.044888
86, 45.389347, 29.755539, 23, 45.642460, 21.799379
87, 42.791092, 42.485840, 63, 51.545845, 45.194572
89, 62.005505, 49.506691, 60, 57.083843, 44.063469
91, 72.016464, 24.357338, 57, 63.114120, 17.104801
92, 34.689518, 78.507011, 10, 40.731842, 70.557182
93, 51.699043, 7.408958, 54, 53.990509, 8.296265
94, 55.669464, 39.388344, 80, 59.336185, 36.044888
96, 56.205605, 22.067690, 57, 63.114120, 17.104801
97, 69.480331, 0.130057, 18, 69.480522, 1.564469
98, 42.645554, 18.917967, 30, 43.782017, 15.250064
99, 83.627045, 14.248405, 88, 96.605278, 11.920726
100, 73.138710, 26.807600, 57, 63.114120, 17.104801
