22.5906, -46.4611
24.577, -46.2285
25.986, -44.8091
27.8657, -44.1258
29.7566, -43.4744
30.5461, -41.6368
32.3732, -40.8234
33.8732, -39.5005
34.9256, -37.7998
34.1887, -35.9405
33.4458, -34.0836
33.7373, -32.1049
33.7803, -30.1054
33.148, -28.208
31.2245, -27.6603
29.226, -27.5834
28.6762, -25.6605
27.4325, -24.0941
25.4979, -23.5871
24.1059, -22.151
22.7029, -20.7257
20.7742, -20.1964
19.0232, -19.23
17.0501, -18.903
15.0519, -18.9872
13.9519, -17.3168
12.6188, -15.8259
11.1349, -14.485
9.20586, -13.9571
7.4108, -13.0752
5.4127, -12.988
3.4825, -13.5118
2.12425, -12.0437
1.87588, -10.0592
-0.0764027, -9.62495
-1.24459, -8.00158
-2.90942, -6.89328
-4.71032, -6.02335
-4.75503, -4.02385
-3.09081, -2.91464
-2.11361, -1.16962
-0.680322, 0.225254
0.0345361, 2.09313
-1.13356, 3.71657
-2.94401, 4.56644
-3.04672, 6.5638
-3.46428, 8.51972
-5.29581, 9.32314
-7.29318, 9.22053
-8.97138, 10.3085
-10.9695, 10.3954
-12.6897, 9.37522
-14.5449, 8.62792
-16, 10
