39, 5, 39.0145, 5.99989
39, 5, 38.0475, 4.69537
39.0145, 5.99989, 38.5937, 6.90704
38.5937, 6.90704, 37.8202, 7.54079
37.8202, 7.54079, 37.1239, 8.25858
37.1239, 8.25858, 36.3284, 8.86451
36.3284, 8.86451, 35.7027, 9.64456
35.7027, 9.64456, 34.7027, 9.64818
34.7027, 9.64818, 33.8444, 10.1613
33.8444, 10.1613, 33.0907, 10.8185
33.0907, 10.8185, 32.1316, 11.1015
32.1316, 11.1015, 31.4248, 10.394
31.4248, 10.394, 30.6805, 11.0618
30.6805, 11.0618, 29.8471, 11.6144
29.8471, 11.6144, 29.0283, 12.1886
29.0283, 12.1886, 28.2182, 12.7749
31.4248, 10.394, 30.8991, 9.54332
28.2182, 12.7749, 27.3061, 12.3649
28.2182, 12.7749, 27.8408, 13.7009
27.8408, 13.7009, 28.1148, 14.6626
28.1148, 14.6626, 27.2465, 15.1587
27.3061, 12.3649, 26.5403, 11.7218
26.5403, 11.7218, 25.7888, 11.0621
39, 5, 39.6426, 4.23384
39.6426, 4.23384, 39.3519, 3.27705
25.7888, 11.0621, 25.2167, 10.2419
25.2167, 10.2419, 24.2961, 9.8513
27.2465, 15.1587, 27.4019, 16.1465
27.4019, 16.1465, 27.8749, 17.0276
24.2961, 9.8513, 23.3798, 9.45087
23.3798, 9.45087, 23.1856, 8.46991
27.8749, 17.0276, 28.5841, 17.7326
23.3798, 9.45087, 22.5442, 10.0002
28.5841, 17.7326, 29.423, 18.277
29.423, 18.277, 30.1257, 18.9884
22.5442, 10.0002, 21.7198, 10.5662
23.1856, 8.46991, 22.8193, 7.53941
22.8193, 7.53941, 22.2617, 6.70932
34.7027, 9.64818, 34.5302, 8.66316
22.2617, 6.70932, 21.4609, 6.11032
30.1257, 18.9884, 30.9215, 19.594
21.4609, 6.11032, 20.4625, 6.167
20.4625, 6.167, 20.0249, 5.26783
27.8749, 17.0276, 27.1724, 17.7393
30.9215, 19.594, 31.4208, 20.4604
20.0249, 5.26783, 19.2252, 4.66753
31.4208, 20.4604, 32.3406, 20.8528
19.2252, 4.66753, 18.2423, 4.48351
18.2423, 4.48351, 18.1921, 3.48476
18.2423, 4.48351, 17.6076, 5.2563
17.6076, 5.2563, 16.6173, 5.11748
16.6173, 5.11748, 15.6601, 5.40708
15.6601, 5.40708, 14.9573, 6.11842
14.9573, 6.11842, 13.9892, 6.36925
32.3406, 20.8528, 33.1555, 20.2731
13.9892, 6.36925, 13.1233, 6.86947
13.1233, 6.86947, 12.4216, 7.58187
12.4216, 7.58187, 11.6392, 8.20463
33.1555, 20.2731, 33.878, 20.9644
11.6392, 8.20463, 10.8664, 8.83938
27.1724, 17.7393, 26.2807, 18.1921
33.878, 20.9644, 33.9464, 21.9621
10.8664, 8.83938, 9.88069, 8.67114
9.88069, 8.67114, 9.17224, 7.96538
9.17224, 7.96538, 8.45021, 8.65724
8.45021, 8.65724, 7.56499, 8.19206
7.56499, 8.19206, 6.56499, 8.19173
6.56499, 8.19173, 5.91365, 7.43295
26.2807, 18.1921, 25.9538, 19.1371
5.91365, 7.43295, 5.05394, 7.94373
5.05394, 7.94373, 4.49821, 7.11236
4.49821, 7.11236, 4.23184, 6.14849
33.9464, 21.9621, 33.4665, 22.8394
4.23184, 6.14849, 3.26449, 6.40197
3.26449, 6.40197, 2.33081, 6.04387
2.33081, 6.04387, 1.57665, 6.70056
1.57665, 6.70056, 1.04109, 7.54505
33.4665, 22.8394, 33.9256, 23.7278
1.04109, 7.54505, 0.0642105, 7.33124
0.0642105, 7.33124, -0.437231, 8.19643
-0.437231, 8.19643, -1.4318, 8.09239
2.33081, 6.04387, 2.28683, 5.04483
2.28683, 5.04483, 1.78297, 4.18105
1.78297, 4.18105, 1.46019, 3.23457
-1.4318, 8.09239, -2.06142, 8.86929
25.9538, 19.1371, 25.6765, 20.0979
1.46019, 3.23457, 0.541235, 2.84022
0.541235, 2.84022, 0.398132, 1.85051
0.398132, 1.85051, 0.0808188, 0.902187
0.0808188, 0.902187, -0.210333, -0.05449
5.91365, 7.43295, 5.80386, 7.10698
-0.210333, -0.05449, -0.356602, -1.04373
-0.356602, -1.04373, -1.28295, -1.42039
-1.28295, -1.42039, -1.94178, -2.17269
-1.94178, -2.17269, -2.62078, -2.90683
33.9256, 23.7278, 33.8419, 24.7243
21.7198, 10.5662, 20.7594, 10.8449
-2.62078, -2.90683, -2.69137, -3.90433
-2.69137, -3.90433, -3.65293, -4.17893
8.45021, 8.65724, 8.40926, 9.6564
33.8419, 24.7243, 33.6645, 25.7085
-3.65293, -4.17893, -4.48107, -4.73945
-2.06142, 8.86929, -3.05881, 8.94146
-4.48107, -4.73945, -5.44292, -5.01303
-5.44292, -5.01303, -6.39369, -5.32291
33.6645, 25.7085, 33.8822, 26.6845
-3.05881, 8.94146, -3.93295, 9.42714
-3.93295, 9.42714, -4.86753, 9.78288
10.8664, 8.83938, 11.5314, 9.58627
33.8822, 26.6845, 34.6036, 27.377
-6.39369, -5.32291, -6.22837, -6.30915
-0.356602, -1.04373, 0.0748485, -1.94587
-6.22837, -6.30915, -5.93515, -7.2652
-4.86753, 9.78288, -5.85571, 9.93617
-5.93515, -7.2652, -6.28977, -8.20021
-5.85571, 9.93617, -6.73772, 10.4074
-6.28977, -8.20021, -6.98859, -8.91551
-6.73772, 10.4074, -7.70831, 10.1667
-6.98859, -8.91551, -7.76882, -9.54099
34.6036, 27.377, 34.4776, 28.369
-6.73772, 10.4074, -6.91184, 11.3921
18.1921, 3.48476, 18.7529, 2.65685
34.5302, 8.66316, 33.9943, 7.81886
25.6765, 20.0979, 24.9124, 20.7431
-7.70831, 10.1667, -8.68897, 10.3624
-8.68897, 10.3624, -9.35354, 11.1096
-7.76882, -9.54099, -8.67991, -9.9532
-8.67991, -9.9532, -8.37274, -10.9049
11.5314, 9.58627, 11.9417, 10.4982
24.9124, 20.7431, 24.7681, 21.7326
-8.37274, -10.9049, -8.99433, -11.6882
-8.99433, -11.6882, -9.76847, -12.3212
24.7681, 21.7326, 23.868, 22.1682
34.4776, 28.369, 34.8965, 29.277
-9.76847, -12.3212, -9.67571, -13.3169
0.0748485, -1.94587, 0.745353, -2.68778
-9.67571, -13.3169, -9.2809, -14.2357
-9.2809, -14.2357, -10.0302, -14.8978
24.7681, 21.7326, 25.5479, 22.3587
-9.2809, -14.2357, -8.48874, -14.846
-10.0302, -14.8978, -10.5239, -15.7675
-8.48874, -14.846, -7.80824, -15.5787
5.05394, 7.94373, 4.75401, 8.89769
-7.80824, -15.5787, -7.06325, -16.2458
-10.5239, -15.7675, -11.5195, -15.8611
-7.06325, -16.2458, -6.41136, -17.0041
34.8965, 29.277, 34.8458, 30.2757
-11.5195, -15.8611, -12.0985, -16.6765
-8.68897, 10.3624, -9.22907, 9.52078
-12.0985, -16.6765, -12.0843, -17.6764
-12.0843, -17.6764, -12.9548, -18.1685
-6.41136, -17.0041, -5.76798, -17.7697
-12.9548, -18.1685, -13.9403, -17.9987
0.745353, -2.68778, 1.43152, -3.41522
23.868, 22.1682, 23.48, 23.0899
-13.9403, -17.9987, -14.763, -18.5671
-5.76798, -17.7697, -5.11885, -18.5303
8.40926, 9.6564, 7.6369, 10.2916
34.8965, 29.277, 35.891, 29.1717
-5.11885, -18.5303, -4.30295, -19.1085
-4.30295, -19.1085, -4.03607, -20.0723
-14.763, -18.5671, -15.727, -18.8329
-9.22907, 9.52078, -9.3656, 8.53014
-15.727, -18.8329, -15.6667, -19.8311
-15.6667, -19.8311, -16.416, -20.4934
-13.9403, -17.9987, -14.4607, -17.1448
34.8458, 30.2757, 34.609, 31.2472
-9.3656, 8.53014, -10.3561, 8.39239
-4.03607, -20.0723, -4.14026, -21.0668
5.80386, 7.10698, 5.4544, 6.17002
-10.3561, 8.39239, -11.3491, 8.51058
-16.416, -20.4934, -17.1216, -21.202
-17.1216, -21.202, -17.4749, -22.1375
-4.30295, -19.1085, -3.33193, -18.8695
14.9573, 6.11842, 15.199, 7.08877
-11.3491, 8.51058, -12.3473, 8.56941
-14.4607, -17.1448, -15.2349, -16.5117
39.6426, 4.23384, 40.6223, 4.43456
-12.3473, 8.56941, -13.3233, 8.78733
23.48, 23.0899, 22.8508, 23.8671
32.1316, 11.1015, 32.5634, 12.0034
-13.3233, 8.78733, -14.2333, 9.20195
-14.2333, 9.20195, -14.5808, 10.1396
-14.2333, 9.20195, -15.058, 8.63641
34.609, 31.2472, 35.1076, 32.114
-15.058, 8.63641, -16.0286, 8.8769
22.8508, 23.8671, 22.1266, 24.5567
-17.4749, -22.1375, -18.4625, -21.9804
22.1266, 24.5567, 21.1654, 24.8325
-15.6667, -19.8311, -14.9806, -20.5586
-16.0286, 8.8769, -17.0117, 9.06003
-17.4749, -22.1375, -16.764, -22.8408
-17.0117, 9.06003, -17.697, 9.7883
-18.4625, -21.9804, -19.2118, -22.6425
21.1654, 24.8325, 21.2468, 25.8292
21.2468, 25.8292, 20.7122, 26.6743
7.6369, 10.2916, 7.56996, 11.2893
-17.697, 9.7883, -18.5412, 9.25231
-19.2118, -22.6425, -20.1402, -22.2709
-15.2349, -16.5117, -16.0831, -15.9821
-16.764, -22.8408, -16.4025, -23.7732
-2.69137, -3.90433, -2.00914, -4.63547
-16.0831, -15.9821, -16.5787, -15.1136
-18.5412, 9.25231, -19.401, 9.76303
-19.401, 9.76303, -19.7855, 10.6861
-19.7855, 10.6861, -20.7841, 10.7401
-20.1402, -22.2709, -20.783, -23.0369
-20.7841, 10.7401, -21.3044, 11.594
-21.3044, 11.594, -21.5148, 12.5717
-21.5148, 12.5717, -21.8656, 13.5081
-21.8656, 13.5081, -22.3123, 14.4028
-20.783, -23.0369, -21.4435, -23.7877
23.868, 22.1682, 23.0811, 21.5512
-16.4025, -23.7732, -15.9126, -24.645
-21.4435, -23.7877, -22.4434, -23.7727
20.7122, 26.6743, 20.4467, 27.6384
-22.3123, 14.4028, -23.0722, 15.0528
-15.9126, -24.645, -16.1668, -25.6121
-16.1668, -25.6121, -16.1155, -26.6108
1.43152, -3.41522, 2.23757, -4.00706
-23.0722, 15.0528, -23.5121, 15.9509
-16.1155, -26.6108, -16.4335, -27.5589
35.1076, 32.114, 34.3756, 32.7953
-22.4434, -23.7727, -23.4291, -23.6046
-23.4291, -23.6046, -24.2101, -24.2292
-12.0843, -17.6764, -11.6632, -18.5834
-23.5121, 15.9509, -24.0086, 16.8189
-16.5787, -15.1136, -17.5129, -14.7568
20.4467, 27.6384, 19.4468, 27.649
-24.0086, 16.8189, -24.7368, 17.5043
-21.3044, 11.594, -22.1926, 11.1345
