27, 30, 28.9056, 25.3774
28.9056, 25.3774, 27.3398, 20.6288
27.3398, 20.6288, 24.2566, 16.6926
24.2566, 16.6926, 20.138, 13.8577
20.138, 13.8577, 21.125, 8.95606
21.125, 8.95606, 16.2555, 7.82112
27.3398, 20.6288, 31.8047, 18.3782
27, 30, 31.3058, 32.5416
16.2555, 7.82112, 11.3273, 8.66563
11.3273, 8.66563, 6.74807, 10.6732
27, 30, 22.4134, 31.9907
6.74807, 10.6732, 2.88429, 7.49967
2.88429, 7.49967, 0.311942, 3.21213
0.311942, 3.21213, -3.51794, -0.00221662
22.4134, 31.9907, 18.6604, 35.2945
-3.51794, -0.00221662, -5.92974, 4.37765
-5.92974, 4.37765, -10.3986, 6.62017
6.74807, 10.6732, 10.3057, 14.1865
-3.51794, -0.00221662, -0.818086, -4.21064
-0.818086, -4.21064, -4.80182, -7.2322
-0.818086, -4.21064, 2.31008, -8.11123
-5.92974, 4.37765, -7.33915, 6.45916
2.31008, -8.11123, 2.17986, -13.1095
-10.3986, 6.62017, -14.2316, 9.83084
0.311942, 3.21213, 1.41984, 3.52317
-4.80182, -7.2322, -7.75279, -11.2685
18.6604, 35.2945, 14.6578, 38.2911
-7.75279, -11.2685, -10.9907, -15.0785
-10.9907, -15.0785, -15.2583, -17.6838
-15.2583, -17.6838, -20.1193, -18.8543
-20.1193, -18.8543, -24.1011, -15.8302
-14.2316, 9.83084, -19.1881, 9.17254
-19.1881, 9.17254, -24.0814, 10.1999
-15.2583, -17.6838, -13.3172, -22.2917
14.6578, 38.2911, 9.96957, 40.029
21.125, 8.95606, 21.6666, 9.82713
14.6578, 38.2911, 17.582, 42.3469
31.3058, 32.5416, 30.2638, 37.4318
-4.80182, -7.2322, -2.20753, -7.46656
-24.0814, 10.1999, -29.0688, 9.84479
-29.0688, 9.84479, -30.9204, 14.4893
-30.9204, 14.4893, -32.6434, 19.183
-32.6434, 19.183, -31.8902, 24.126
-31.8902, 24.126, -31.7724, 29.1246
9.96957, 40.029, 6.94332, 36.0488
-31.7724, 29.1246, -30.2468, 33.8862
6.94332, 36.0488, 8.07198, 36.1728
-10.9907, -15.0785, -10.1716, -18.063
-30.2468, 33.8862, -25.3412, 32.9191
-29.0688, 9.84479, -33.5067, 7.5416
-20.1193, -18.8543, -23.2766, -22.7314
-13.3172, -22.2917, -11.1467, -26.796
16.2555, 7.82112, 14.2332, 7.71202
-29.0688, 9.84479, -27.5946, 7.76512
10.3057, 14.1865, 13.1029, 18.3308
-32.6434, 19.183, -37.5547, 18.2453
-11.1467, -26.796, -13.2215, -31.3453
14.2332, 7.71202, 13.0765, 8.56384
-13.2215, -31.3453, -16.9385, -34.6895
-25.3412, 32.9191, -24.791, 37.8888
-24.791, 37.8888, -27.7822, 37.0655
-30.9204, 14.4893, -26.9925, 14.6605
-7.75279, -11.2685, -6.84735, -14.7991
-13.3172, -22.2917, -17.0589, -22.6168
-17.0589, -22.6168, -17.1854, -26.721
30.2638, 37.4318, 26.4641, 36.5403
-16.9385, -34.6895, -17.1128, -39.6864
-13.3172, -22.2917, -12.9514, -23.6991
-37.5547, 18.2453, -41.4131, 21.4254
